"Codigo","Descricao","Pasta","Familia","Subfamilia","Segmento","TemProjeto","TemBloco","TemRender"
"S207138","GABINETE DE CANTO MDF C PORTAS E FECHADURA 1000X740X1200MM","D:\2022\REDES\ATACADÃO\CAFETERIA\MÓDULOS\S207138 - GABINETE DE CANTO MDF C PORTAS E FECHADURA 1000X740X1200MM","REDES","ATACADÃO","CAFETERIA","True","True","True"
"S207139","MÓDULO CAIXA EM MDF COM TAMPO DE GRANITO 1100X740X1100 MM","D:\2022\REDES\ATACADÃO\CAFETERIA\MÓDULOS\S207139 - MÓDULO CAIXA EM MDF COM TAMPO DE GRANITO 1100X740X1100 MM","REDES","ATACADÃO","CAFETERIA","True","True","True"
"S207140","ESTUFA REFRIGERADA AUTO SERVIÇO INOX 1000X700X1200MM","D:\2022\REDES\ATACADÃO\CAFETERIA\VITRINES\S207140 - ESTUFA REFRIGERADA AUTO SERVIÇO INOX 1000X700X1200MM","REDES","ATACADÃO","CAFETERIA","False","False","False"
"S207141","ESTUFA REFRIGERADA INOX 1000X700X1200MM COM PORTAS","D:\2022\REDES\ATACADÃO\CAFETERIA\VITRINES\S207141 - ESTUFA REFRIGERADA INOX 1000X700X1200MM COM PORTAS","REDES","ATACADÃO","CAFETERIA","False","False","False"
"S207143","EXPOSITOR ALTO PARA PÃES 1000X500X2200MM","D:\2022\REDES\ATACADÃO\CAFETERIA\S207143 - EXPOSITOR ALTO PARA PÃES 1000X500X2200MM","REDES","ATACADÃO","CAFETERIA","True","True","True"
"S207144","EXPOSITOR ALTO PARA PÃES 500X500X2200MM","D:\2022\REDES\ATACADÃO\CAFETERIA\S207144 - EXPOSITOR ALTO PARA PÃES 500X500X2200MM","REDES","ATACADÃO","CAFETERIA","True","True","True"
"S207149","ESTANTE  4PLANOS PERFURADOS LP INOX 304 - 850X500X1450 MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S207149 - ESTANTE  4PLANOS PERFURADOS LP INOX 304 - 850X500X1450 MM","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","True","True"
"S207151","PISTA DUPLA FRIA 1400X590X440MM","D:\2022\DISTRIBUIÇÃO\PISTAS\REFRIGERADA\S207151 - PISTA DUPLA FRIA 1400X590X440MM","DISTRIBUIÇÃO","PISTAS","REFRIGERADA","True","False","False"
"S207152","PISTA REFRIGERADA PLANA 2000X610X510MM PROT CLED","D:\2022\DISTRIBUIÇÃO\PISTAS\REFRIGERADA\S207152 - PISTA REFRIGERADA PLANA 2000X610X510MM PROT CLED","DISTRIBUIÇÃO","PISTAS","REFRIGERADA","True","False","False"
"S207153","PISTA AQUECIDA SECA PLANA 4 GN - 1500X610X510MM PROT CLED","D:\2022\DISTRIBUIÇÃO\PISTAS\AQUECIDA\S207153 - PISTA AQUECIDA SECA PLANA 4 GN - 1500X610X510MM PROT CLED","DISTRIBUIÇÃO","PISTAS","AQUECIDA","True","False","False"
"S207154","REFRIG. BASE COCÇÃO 4 GAV. CAB. DIR. INOXIDÁVELINOXIDÁVEL - 1440X700X600 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S207154 - REFRIG. BASE COCÇÃO 4 GAV. CAB. DIR. INOXIDÁVELINOXIDÁVEL - 1440X700X600 MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","True"
"S207155","FOGAO A  GAS GLP 2 QUEIMADORES E BANHO MARIA 4 GN'S L700 720MM","D:\2022\COCÇÃO\LINHA PROFISSIONAL\LINHA 700\FOGÕES\S207155 - FOGAO A  GAS GLP 2 QUEIMADORES E BANHO MARIA 4 GN'S L700 720MM","COCÇÃO","LINHA PROFISSIONAL","LINHA 700","True","True","True"
"S207156","MODULO SOBREPOR REFRIGERADO 12 GN'S 1-9 E 4GN'S 1-4 INOX  700X750X270 MM","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S207156 - MODULO SOBREPOR REFRIGERADO 12 GN'S 1-9 E 4GN'S 1-4 INOX  700X750X270 MM","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S207166","FUNDO PERFURADO PARA CUBA","D:\2022\ACESSORIOS\S207166 - FUNDO PERFURADO PARA CUBA","ACESSORIOS","S207166 - FUNDO PERFURADO PARA CUBA","","True","True","True"
"S207169","TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 400X340X180-E-220 - INOX 304 -  2500MM","D:\2022\REFRIGERAÇÃO\TAMPO\S207169 - TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 400X340X180-E-220 - INOX 304 -  2500MM","REFRIGERAÇÃO","TAMPO","S207169 - TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 400X340X180-E-220 - INOX 304 -  2500MM","True","True","True"
"S207170","REFRIGERADOR BASE DIR. INOXIDAVELINOXIDAVEL-2 PORTAS L 700-1440X700X655 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S207170 - REFRIGERADOR BASE DIR. INOXIDAVELINOXIDAVEL-2 PORTAS L 700-1440X700X655 MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","True"
"S207173","BANCADA DE CENTRO L PRO PRAT LISA-INOX-304- 1500X700X900 MM TAMPO AQUECIDO","D:\2022\DISTRIBUIÇÃO\BANCADA AQUECIDA\S207173 - BANCADA DE CENTRO L PRO PRAT LISA-INOX-304- 1500X700X900 MM TAMPO AQUECIDO","DISTRIBUIÇÃO","BANCADA AQUECIDA","S207173 - BANCADA DE CENTRO L PRO PRAT LISA-INOX-304- 1500X700X900 MM TAMPO AQUECIDO","True","True","True"
"S207178","CARRO CANTONEIRA  304 720X660X1700 MM P 8 CAIXAS","D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S207178 - CARRO CANTONEIRA  304 720X660X1700 MM P 8 CAIXAS","AUXILIARES","CARROS","CARRO CANTONEIRA","True","True","True"
"S207181","REFRIGERADOR HORIZONTAL C PORTA E CABEÇOTE 1600X800X900","D:\2022\LINHA DELIVERY\REFRIGERADOR\S207181 - REFRIGERADOR HORIZONTAL C PORTA E CABEÇOTE 1600X800X900","LINHA DELIVERY","REFRIGERADOR","S207181 - REFRIGERADOR HORIZONTAL C PORTA E CABEÇOTE 1600X800X900","True","False","False"
"S207182","PRATEL SUP. SOBRE MONTANTES 03 PLANOS INOX 304 1600X400X1000 C SUPORTE GN'S E ETIQUETA LADO DIREITO","D:\2022\LINHA DELIVERY\PRATELEIRA\S207182 - PRATEL SUP. SOBRE MONTANTES 03 PLANOS INOX 304 1600X400X1000 C SUPORTE GN'S E ETIQUETA LADO DIREITO","LINHA DELIVERY","PRATELEIRA","S207182 - PRATEL SUP. SOBRE MONTANTES 03 PLANOS INOX 304 1600X400X1000 C SUPORTE GN'S E ETIQUETA LADO DIREITO","True","True","True"
"S207183","REDUÇÃO PARA DUTOS","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207183 - REDUÇÃO PARA DUTOS","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207185","CURVA 90 GRAUS -  505X535X300 MM","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207185 - CURVA 90 GRAUS -  505X535X300 MM","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207186","DUTO RETANGULAR 350 - 400X350X300 MM","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207186 - DUTO RETANGULAR 350 - 400X350X300 MM","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207187","DUTO RETANGULAR 1125 - 400X300X1125 MM","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207187 - DUTO RETANGULAR 1125 - 400X300X1125 MM","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207188","DUTO RETANGULAR 750 - 400X300X750 MM","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207188 - DUTO RETANGULAR 750 - 400X300X750 MM","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207189","DUTO RETANGULAR 450 - 400X300X450 MM","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207189 - DUTO RETANGULAR 450 - 400X300X450 MM","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207190","DUTO EM Y 1430X830X300 MM","D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207190 - DUTO EM Y 1430X830X300 MM","REDES","ASSAI","EXAUSTÃO","True","False","False"
"S207191","BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304 1300X700X900 MM C2 FDE ESP LE","D:\2022\MOBILIARIO\MESAS\LISA\ENCOSTO\CONTRAVENTADO\ESPELHO ESQUERDO\COM FURO PARA DETRITOS\S207191 - BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304 1300X700X900 MM C2 FDE ESP LE","MOBILIARIO","MESAS","LISA","False","False","False"
"S207193","COIFA DE ENCOSTO CFILTROS E ILUMINACAO 430 - 3000X1400X450 MM","D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207193 - COIFA DE ENCOSTO CFILTROS E ILUMINACAO 430 - 3000X1400X450 MM","EXAUSTÃO","COIFAS","ENCOSTO","True","False","False"
"S207194","MINI CÂMARA REFRIG. 6 PORTAS BP INOX 304 INT.EXT. 1630X800X2230 MM","D:\2022\REDES\MINI KALZONE\S207194 - MINI CÂMARA REFRIG. 6 PORTAS BP INOX 304 INT.EXT. 1630X800X2230 MM","REDES","MINI KALZONE","S207194 - MINI CÂMARA REFRIG. 6 PORTAS BP INOX 304 INT.EXT. 1630X800X2230 MM","True","True","True"
"S207195","VITRINE AQUEC. DE PASSAGEM 2 NÍVEIS INOX 304 1060X570X770 MM","D:\2022\REDES\MINI KALZONE\S207195 - VITRINE AQUEC. DE PASSAGEM 2 NÍVEIS INOX 304 1060X570X770 MM","REDES","MINI KALZONE","S207195 - VITRINE AQUEC. DE PASSAGEM 2 NÍVEIS INOX 304 1060X570X770 MM","True","True","True"
"S207197","CARRO TRANSP. ESQUEL. 304 500X720X1750 MM P36 BANDEJAS","D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S207197 - CARRO TRANSP. ESQUEL. 304 500X720X1750 MM P36 BANDEJAS","AUXILIARES","CARROS","CARRO CANTONEIRA","True","False","False"
"S207199","MODULO EXPOSITOR AQUEC 2GN 1-1-150 C TP 700X1290X1370MM","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\AQUECIDO\S207199 - MODULO EXPOSITOR AQUEC 2GN 1-1-150 C TP 700X1290X1370MM","DISTRIBUIÇÃO","MODULO EXPOSITOR","AQUECIDO","True","True","True"
"S207200","MODULO EXPOSITOR AQUEC.5GN 1-1-150 COM TP 1800X1290X1370MM","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\AQUECIDO\S207200 - MODULO EXPOSITOR AQUEC.5GN 1-1-150 COM TP 1800X1290X1370MM","DISTRIBUIÇÃO","MODULO EXPOSITOR","AQUECIDO","True","True","True"
"S207201","SUPORTE PARA TACOS","D:\2022\REDES\MANIA DE CHURRASCO\S207201 - SUPORTE PARA TACOS","REDES","MANIA DE CHURRASCO","S207201 - SUPORTE PARA TACOS","False","False","False"
"S207209","BANCADA DE ENTRADASAIDA MAQ. LAVAR -1300X780X900 MM INOX-304 PRAT. LISA","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207209 - BANCADA DE ENTRADASAIDA MAQ. LAVAR -1300X780X900 MM INOX-304 PRAT. LISA","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","False","False"
"S207211","BANCADA L PRO C01 CUBA-304 600X500X330 MM 1000X700X900 MM PRAT LISA","D:\2022\MOBILIARIO\MESAS\VINCADA\ENCOSTO\CUBA CENTRAL\PRATELEIRA LISA\S207211 - BANCADA L PRO C01 CUBA-304 600X500X330 MM 1000X700X900 MM PRAT LISA","MOBILIARIO","MESAS","VINCADA","False","True","False"
"S207212","GRELHA DE PISO L PRO - 1500X150X75MM","D:\2022\AUXILIARES\GRELHA DE PISO\S207212 - GRELHA DE PISO L PRO - 1500X150X75MM","AUXILIARES","GRELHA DE PISO","S207212 - GRELHA DE PISO L PRO - 1500X150X75MM","True","True","True"
"S207213","BANCADA DE CENTRO L PRO PRAT 304 1600X700X900X MM C RECORTE P  6 GNS 1-3 E TAMPO AQUECIDO","D:\2022\DISTRIBUIÇÃO\BANCADA AQUECIDA\S207213 - BANCADA DE CENTRO L PRO PRAT 304 1600X700X900X MM C RECORTE P  6 GNS 1-3 E TAMPO AQUECIDO","DISTRIBUIÇÃO","BANCADA AQUECIDA","S207213 - BANCADA DE CENTRO L PRO PRAT 304 1600X700X900X MM C RECORTE P  6 GNS 1-3 E TAMPO AQUECIDO","True","True","True"
"S207214","PRATELEIRA SUP SOBRE MONTANTES 01 PLANO 1800X400X800","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207214 - PRATELEIRA SUP SOBRE MONTANTES 01 PLANO 1800X400X800","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S207215","FREEZER HORIZONTAL CABINE ESQ INOXALUMINIO-3 PORTAS 2000X700X900 MM CABINE REBAIXADA","D:\2022\REDES\MINI KALZONE\S207215 - FREEZER HORIZONTAL CABINE ESQ INOXALUMINIO-3 PORTAS 2000X700X900 MM CABINE REBAIXADA","REDES","MINI KALZONE","S207215 - FREEZER HORIZONTAL CABINE ESQ INOXALUMINIO-3 PORTAS 2000X700X900 MM CABINE REBAIXADA","True","True","True"
"S207216","TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","D:\2022\REFRIGERAÇÃO\TAMPO\S207216 - TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","REFRIGERAÇÃO","TAMPO","S207216 - TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","False","False","False"
"S207218","CABECOTE P 08 GN'S REFRI. SUP. DIR HORIZ-1500X380X500MM C TAMPA","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S207218 - CABECOTE P 08 GN'S REFRI. SUP. DIR HORIZ-1500X380X500MM C TAMPA","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","False","False","False"
"S207220","REFRIGER VERT INOX 4 PORTAS - 1400X810X2050MM REMOTO","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S207220 - REFRIGER VERT INOX 4 PORTAS - 1400X810X2050MM REMOTO","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","False","False","False"
"S207221","REFRIGER BASE COCÇÃO 2 GAV. INOX-1250X700X580MM REMOTO","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S207221 - REFRIGER BASE COCÇÃO 2 GAV. INOX-1250X700X580MM REMOTO","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S207224","TAMPO LISO INOX-304 ENC. P REF_FRZ HORIZ 1650X750X40MM","D:\2022\REFRIGERAÇÃO\TAMPO\S207224 - TAMPO LISO INOX-304 ENC. P REF_FRZ HORIZ 1650X750X40MM","REFRIGERAÇÃO","TAMPO","S207224 - TAMPO LISO INOX-304 ENC. P REF_FRZ HORIZ 1650X750X40MM","False","False","False"
"S207225","FECHAMENTO TRAS P REFRIG INOX 304 - 1650X710MM","D:\2022\REFRIGERAÇÃO\FECHAMENTO TRASEIRO\S207225 - FECHAMENTO TRAS P REFRIG INOX 304 - 1650X710MM","REFRIGERAÇÃO","FECHAMENTO TRASEIRO","S207225 - FECHAMENTO TRAS P REFRIG INOX 304 - 1650X710MM","False","False","False"
"S207226","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1650X400X800MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207226 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1650X400X800MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","False","False","False"
"S207227","BANCADA DE ENTRADASAIDA MAQ. LAVAR C CBD 50X40X25 - E 400 -900X780X900MM INOX-304 PRAT. LISA","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207227 - BANCADA DE ENTRADASAIDA MAQ. LAVAR C CBD 50X40X25 - E 400 -900X780X900MM INOX-304 PRAT. LISA","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","False","False"
"S207228","ESTAÇÃO DE MONTAGEM CENTRO - REFRIGERADOR 1P. CAB.ESQ. CCAB. REFRIGERADO P9GN'S-CT.AQUEC. CROD 1880X800X900MM","D:\2022\LINHA DELIVERY\REFRIGERADOR\S207228 - ESTAÇÃO DE MONTAGEM CENTRO - REFRIGERADOR 1P. CAB.ESQ. CCAB. REFRIGERADO P9GN'S-CT.AQUEC. CROD 1880X800X900MM","LINHA DELIVERY","REFRIGERADOR","S207228 - ESTAÇÃO DE MONTAGEM CENTRO - REFRIGERADOR 1P. CAB.ESQ. CCAB. REFRIGERADO P9GN'S-CT.AQUEC. CROD 1880X800X900MM","True","True","True"
"S207229","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304- 1880X400X560 2 APOIOS BISNAGAS","D:\2022\LINHA DELIVERY\PRATELEIRA\S207229 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304- 1880X400X560 2 APOIOS BISNAGAS","LINHA DELIVERY","PRATELEIRA","S207229 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304- 1880X400X560 2 APOIOS BISNAGAS","True","True","True"
"S207230","COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 3360X900X450 MM","D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207230 - COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 3360X900X450 MM","EXAUSTÃO","COIFAS","ENCOSTO","True","True","True"
"S207231","GABINETE NEUTRO COM PORTAS DE CORRER  430 - 2000X700X1720 TAMPO CENTRO. ROD E PRAT. SOBRE MONT 3 P COM FECHAMENTO","D:\2022\MOBILIARIO\GABINETES\COM PORTAS DE CORRER\S207231 - GABINETE NEUTRO COM PORTAS DE CORRER  430 - 2000X700X1720 TAMPO CENTRO. ROD E PRAT. SOBRE MONT 3 P COM FECHAMENTO","MOBILIARIO","GABINETES","COM PORTAS DE CORRER","True","True","True"
"S207238","BANCADA DE CENTRO L PRO PRAT 430 2000X800X900X MM C RECORTE P  5 GNS 1-3 E TAMPO AQUECIDO","D:\2022\DISTRIBUIÇÃO\BANCADA AQUECIDA\S207238 - BANCADA DE CENTRO L PRO PRAT 430 2000X800X900X MM C RECORTE P  5 GNS 1-3 E TAMPO AQUECIDO","DISTRIBUIÇÃO","BANCADA AQUECIDA","S207238 - BANCADA DE CENTRO L PRO PRAT 430 2000X800X900X MM C RECORTE P  5 GNS 1-3 E TAMPO AQUECIDO","True","True","True"
"S207239","PRAT. SUP LISA SOBRE MONTANTES 2 PLANOS-430  2000X400X800MM C SUPORTES P BISNAGAS","D:\2022\LINHA DELIVERY\PRATELEIRA\S207239 - PRAT. SUP LISA SOBRE MONTANTES 2 PLANOS-430  2000X400X800MM C SUPORTES P BISNAGAS","LINHA DELIVERY","PRATELEIRA","S207239 - PRAT. SUP LISA SOBRE MONTANTES 2 PLANOS-430  2000X400X800MM C SUPORTES P BISNAGAS","True","True","True"
"S207240","REFRIG BASE COCÇÃO 2 GAV E  01PORTA INOXIDÁVEL-1900X700X580MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S207240 - REFRIG BASE COCÇÃO 2 GAV E  01PORTA INOXIDÁVEL-1900X700X580MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S207241","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207241 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S207242","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 900X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207242 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 900X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S207243","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1800X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207243 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1800X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S207244","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2000X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207244 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2000X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S207248","COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 1260X900X450 MM","D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207248 - COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 1260X900X450 MM","EXAUSTÃO","COIFAS","ENCOSTO","True","True","True"
"S207249","REFRIG BASE DIR. INOXIDAVEL_INOXIDAVEL-3 PORTAS L700-1880X700X650MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S207249 - REFRIG BASE DIR. INOXIDAVEL_INOXIDAVEL-3 PORTAS L700-1880X700X650MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S207251","ATUALIZAR ESP","D:\2022\MOBILIARIO\MESAS\MESA P FORNO COMBINADO\FORA DE USO - ATUALIZAR JAMERSON\S207251 - ATUALIZAR ESP","MOBILIARIO","MESAS","MESA P FORNO COMBINADO","True","True","True"
"S207252","CHAPA ELÉTRICA LA 1200MM 1200X680X345MM 220V - 3-4 LISA 1-4 FRISADA","D:\2022\COCÇÃO\LINHA AMERICANA\ELÉTRICA\CHAPA\S207252 - CHAPA ELÉTRICA LA 1200MM 1200X680X345MM 220V - 3-4 LISA 1-4 FRISADA","COCÇÃO","LINHA AMERICANA","ELÉTRICA","True","True","True"
"S207254","BANCADA DE CENTRO PRAT LISA-INOX-430- 1600X700X900 MM CBANHO MARIA PRAT. SOBRE MONTANTES 2 PLANOS","D:\2022\DISTRIBUIÇÃO\BANCADA AQUECIDA\S207254 - BANCADA DE CENTRO PRAT LISA-INOX-430- 1600X700X900 MM CBANHO MARIA PRAT. SOBRE MONTANTES 2 PLANOS","DISTRIBUIÇÃO","BANCADA AQUECIDA","S207254 - BANCADA DE CENTRO PRAT LISA-INOX-430- 1600X700X900 MM CBANHO MARIA PRAT. SOBRE MONTANTES 2 PLANOS","True","True","True"
"S207256","COIFA DE ENCOSTO SFILTROS SILUMINAÇÃO-INOX-304 -1200X1700X450 MM","D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207256 -COIFA DE ENCOSTO SFILTROS SILUMINAÇÃO-INOX-304 -1200X1700X450 MM","EXAUSTÃO","COIFAS","ENCOSTO","True","False","False"
"S207259","CABECOTE P5 GNS REFRI. SOBREPOR CMOTOR INOX 430 -1320X420X335MM SEM TAMPA","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S207259 - CABECOTE P5 GNS REFRI. SOBREPOR CMOTOR INOX 430 -1320X420X335MM SEM TAMPA","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S207260","TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","D:\2022\REFRIGERAÇÃO\TAMPO\S207260 - TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","REFRIGERAÇÃO","TAMPO","S207260 - TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","False","False","False"
"S207261","BANDEJA INOX 304 - 200X400X15MM","D:\2022\ACESSORIOS\BANDEJAS\S207261 - BANDEJA INOX 304 - 200X400X15MM","ACESSORIOS","BANDEJAS","S207261 - BANDEJA INOX 304 - 200X400X15MM","True","True","True"
"S207262","GUICHE PARA DEVOLUCAO 1 BOX FECHAMENTO SUPERIOR E INFERIOR - 800X400X480 MM","D:\2022\MOBILIARIO\GUICHE\S207262 - GUICHE PARA DEVOLUCAO 1 BOX FECHAMENTO SUPERIOR E INFERIOR - 800X400X480 MM","MOBILIARIO","GUICHE","S207262 - GUICHE PARA DEVOLUCAO 1 BOX FECHAMENTO SUPERIOR E INFERIOR - 800X400X480 MM","True","True","True"
"S207264","GRELHA DE PISO L PRO 2000X165X750 MM C PUXADOR","D:\2022\AUXILIARES\GRELHA DE PISO\S207264 - GRELHA DE PISO L PRO 2000X165X750 MM C PUXADOR","AUXILIARES","GRELHA DE PISO","S207264 - GRELHA DE PISO L PRO 2000X165X750 MM C PUXADOR","True","True","True"
"S207265","GRELHA DE PISO  - 1000X165X750 MM COM PUXADOR PARA GRELHA","D:\2022\AUXILIARES\GRELHA DE PISO\S207265 - GRELHA DE PISO  - 1000X165X750 MM COM PUXADOR PARA GRELHA","AUXILIARES","GRELHA DE PISO","S207265 - GRELHA DE PISO  - 1000X165X750 MM COM PUXADOR PARA GRELHA","True","True","True"
"S207266","GABINETE NEUTRO DE CENTRO-INOX-304- 1200X700X900 MM PRAT. SOBRE MONT. 2 PLANOS - 1° PLANO C SUPORTE P TALHERES","D:\2022\MOBILIARIO\GABINETES\NEUTRO\S207266 - GABINETE NEUTRO DE CENTRO-INOX-304- 1200X700X900 MM PRAT. SOBRE MONT. 2 PLANOS - 1° PLANO C SUPORTE P TALHERES","MOBILIARIO","GABINETES","NEUTRO","True","True","True"
"S207267","MODULO REFRIGERADO P4GNS 11X65MM - 1530X1205X1420MM GABINETE E C 2 CORRE BANDEJAS LISOS","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\REFRIGERADO\S207267 - MODULO REFRIGERADO P4GNS 11X65MM - 1530X1205X1420MM GABINETE E C 2 CORRE BANDEJAS LISOS","DISTRIBUIÇÃO","MODULO EXPOSITOR","REFRIGERADO","True","True","True"
"S207269","BANCADA L PRO C01 CBE-304 60X50X50- E 550 -1900X700X900 MM C PRAT. LISA E ESP LDE","D:\2022\REDES\ATACADÃO\S207269 - BANCADA L PRO C01 CBE-304 60X50X50- E 550 -1900X700X900 MM C PRAT. LISA E ESP LDE","REDES","ATACADÃO","S207269 - BANCADA L PRO C01 CBE-304 60X50X50- E 550 -1900X700X900 MM C PRAT. LISA E ESP LDE","True","True","True"
"S207275","COIFA DE ENCOSTO CFILTROS E ILUMINACAO-304- 3400X900X450 MM","D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207275 - COIFA DE ENCOSTO CFILTROS E ILUMINACAO-304- 3400X900X450 MM","EXAUSTÃO","COIFAS","ENCOSTO","True","True","True"
"S207277","GRELHA DE PISO L PRO 1980X165X750 MM C PUXADOR","D:\2022\AUXILIARES\GRELHA DE PISO\S207277 - GRELHA DE PISO L PRO 1980X165X750 MM C PUXADOR","AUXILIARES","GRELHA DE PISO","S207277 - GRELHA DE PISO L PRO 1980X165X750 MM C PUXADOR","True","False","False"
