filePath,ext,sizeBytes,sizeMB,domain,relevanceScore,keywordHits
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S206913 - CARRO CANTONEIRA SOLDADO PARA ASSADEIRAS INOX 304 - P 8 ASSAD. 475X680X1700MM\PROJETO\S206913 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23583,0.022,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S206902 - CARRO TRANSP. ESQUEL. 304 440X600X1800 MM PASSADEIRAS 40X60\PROJETO\S206902 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26763,0.026,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S206830 - CARRO TRANSP. ESQUEL. 430 400X700X1800 MM C 9 PRATELEIRAS\PROJETO\S206830 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23236,0.022,movel_inox,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S206362 - CARRO TRANSP. ESQUEL. 304 P20 ASSADEIRAS 580x700mm\PROJETO\S206362\S206362 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23693,0.023,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S202607 - CARRO TRANSP .ESQUELE. 304-472X615X1805- P20 BANDEJAS - 400X600\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23456,0.022,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S156018 - CARRO ESQUELETO P PÃES COM 9 PRATELEIRAS VÃO 195 MM 600X800X1800 MM\PROJETO\S156018 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,21227,0.02,movel_inox,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S156014 - CARRO TRANS. ESQUEL.304-378X545X1800MM P20 GN11X65-SOLDADO\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26599,0.025,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S156013 - CARRO TRANS. ESQUEL.304-378X545X1800MM P20 GN11X65\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26453,0.025,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S202913 - CARRO CANTONEIRA P 20 BANDEJAS 400x600\S206578\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23856,0.023,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S206915 - CARRO ABRIR CARNES A VACUO COM GUIDÃO INOX 304 900X600X900MM C PRAT\PROJETO\S206915 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22866,0.022,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S206773 - CARRO AUXILIAR 02 PLANOS 304 C GUIDAO 530X1500X850\PROJETO\S206773 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22781,0.022,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S206773 - CARRO AUXILIAR 02 PLANOS 304 C GUIDAO 530X1500X850\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26150,0.025,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S206578 - CARRO P CHURRASCO 430 C GAVETA  P GORDURA 450X700X900\PROJETO\S206578\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23733,0.023,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S202527 - CARRO PLATAFORMA LISA-304- #16 -  1000X600X200MM ROD. 5\PROJETO\ORDEM DE PRODUÇÃO_20241015_203443.xlsx,.xlsx,26506,0.025,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S156002- CARRO PLATAFORMA 304 900X600X900\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23602,0.023,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S395 - CARRO AUX 304 - 3 PLANOS C APARADOR 530X780X9000\PROJETO\S395\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23485,0.022,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S394 - CARRO AUX 430 - 3 PLANOS C APARADOR 530X780X9000\PROJETO\S394\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26160,0.025,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S393 - CARRO AUX 304 - 2 PLANOS C APARADOR 530X780X9000\PROJETO\S393\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23529,0.022,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S392 -  CARRO AUX 430 - 2 PLANOS C APARADOR 530X780X9000\PROJETO\S392\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23630,0.023,outros,8,ordem; producao
D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S390 - CARRO PLATAFORMA 430  1 PLANO 900X600X900\PROJETO\S390\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23542,0.022,outros,8,ordem; producao
D:\2022\ACESSORIOS\S207201 - SUPORTE EM INOX FORMATO W\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25258,0.024,outros,8,ordem; producao
D:\2022\ACESSORIOS\S206046 - PAINEL DE RESVESTIMENTO P COIFA 304 - 1975X303X457MM\PROJETO\S206046 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22218,0.021,coccao,8,ordem; producao
D:\2022\ACESSORIOS\BAKER\ACS-B04\ACS-B04 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,169667,0.162,outros,8,ordem; producao
D:\2022\ACESSORIOS\BAKER\ACS-B04\ACS-B04 - LISTA DE PEÇAS.xls,.xls,55808,0.053,outros,1,
D:\2022\ACESSORIOS\PRATELEIRA PERFURADA - VITRINE\S206605 - PRATELEIRA INTERMEDIARIA PERFURADA INOX 304 PARA VITRINE  - 600x440mm\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23323,0.022,movel_inox,8,ordem; producao
D:\2022\ACESSORIOS\PASSAGEM BASCULANTE\S207069 - PASSAGEM BASCULANTE INOX 304 1200X700\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26059,0.025,outros,8,ordem; producao
D:\2022\ACESSORIOS\PASSAGEM BASCULANTE\S207068 - PASSAGEM BASCULANTE INOX 304 1000X700\PROJETO\S207068 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25629,0.024,outros,8,ordem; producao
D:\2022\ACESSORIOS\FRUTEIRA\S207376 -  FRUTEIRA DE PAREDE 430 - 750X400X300\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24035,0.023,outros,8,ordem; producao
D:\2022\ACESSORIOS\S153851 -  SUPORTE PORTA TALHER 304 - 320X280X290MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22788,0.022,outros,8,ordem; producao
D:\2022\ACESSORIOS\S207166 - FUNDO PERFURADO PARA CUBA\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25257,0.024,lavacao,8,ordem; producao
D:\2022\ACESSORIOS\S206045 - RODAPE DE ACAB. P BASE FOGAO 304 - 1216X300X150MM\PROJETO\S206045 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22337,0.021,coccao,8,ordem; producao
D:\2022\ACESSORIOS\REVESTIMENTOS\S207055 - REVESTIMENTO DE PAREDE AÇO INOXIDAVEL 7660 X 1200MM - FABRICADO EM PARTES\PROJETO\S207055 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25567,0.024,outros,8,ordem; producao
D:\2022\ACESSORIOS\REVESTIMENTOS\S207382 - REVESTIMENTO DE PAREDE 4700X1250MM INOX 430\ORDEM DE PRODUÇÃO.xlsx,.xlsx,20391,0.019,outros,8,ordem; producao
D:\2022\ACESSORIOS\S201525 - SHOUTS P TALHERES 150X150X480\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25543,0.024,outros,8,ordem; producao
D:\2022\ACESSORIOS\S206590 - TAMPA INOX 304\PROJETO\S206590 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22359,0.021,outros,8,ordem; producao
D:\2022\ACESSORIOS\S207056 - CANTONEIRA PARA REVESTIMENTO DE PAREDE AÇO INOXIDAVEL 50X50X1200MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25257,0.024,outros,8,ordem; producao
D:\2022\ACESSORIOS\BANDEJAS\S207261 - BANDEJA INOX 304 - 200X400X15MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25258,0.024,outros,8,ordem; producao
D:\2022\ACESSORIOS\S207473 - GAVETA EM AÇO INOX 430 - SUPORTE CONSERVADOR DE PROTEÍNAS\PROJETO\S207473 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,21553,0.021,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\WAGNER\Função Excel - Renomeador de arquivos em massa v1.1.xlsm,.xlsm,86737,0.083,outros,1,
D:\2022\0-ARQUIVOS\WAGNER\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\0-ARQUIVOS\WAGNER\S154373\Função Excel - Renomeador de arquivos em massa v1.1.xlsm,.xlsm,81807,0.078,outros,1,
D:\2022\0-ARQUIVOS\GABRIEL\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\0-ARQUIVOS\GABRIEL\FILTRO DE OLEO\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,27413,0.026,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\GABRIEL\S204088 - CARRO P DETRITOS RED 478X740 S PEDAL-TAMPA C FUNIL- 304\PROJETO\S204088 - LISTA DE CHAPAS.xlsx,.xlsx,17412,0.017,outros,2,chapa
D:\2022\0-ARQUIVOS\GABRIEL\S204088 - CARRO P DETRITOS RED 478X740 S PEDAL-TAMPA C FUNIL- 304\PROJETO\S204088 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,89988,0.086,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\GABRIEL\Nova pasta\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FUROS PARA REBITES.xls,.xls,35840,0.034,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\PROJETOS EM ANDAMENTO.xlsx,.xlsx,284483,0.271,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\PENDENCIAS ENGENHARIA.xlsx,.xlsx,25281,0.024,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\PLANILHA DE EQUIPAMENTOS R290.xlsx,.xlsx,13742,0.013,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\Relação de unidades R134;R404 para R290..xlsx,.xlsx,11481,0.011,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\SW-GPE12 - DISPLAY DE PÃO\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO )_20241015_200728.xlsx,.xlsx,25489,0.024,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FORMULÁRIOS\Cópia de RO-003 - Engenharia.xlsx,.xlsx,30009,0.029,lavacao,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FORMULÁRIOS\Cópia de RO-010 - Engenharia.xlsx,.xlsx,30325,0.029,lavacao,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S203325.xlsx,.xlsx,16623,0.016,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S205182.xlsx,.xlsx,20207,0.019,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S203507.xlsx,.xlsx,17292,0.016,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S201347.xlsx,.xlsx,16707,0.016,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S202199.xlsx,.xlsx,25007,0.024,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\TEXTO TESTE.xlsx,.xlsx,14831,0.014,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S202395.xlsx,.xlsx,18242,0.017,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S202161.xlsx,.xlsx,15848,0.015,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S200973.xlsx,.xlsx,23873,0.023,outros,1,
D:\2022\0-ARQUIVOS\MARCOS\AREA DE TRABALHO\FOTOS\S201173.xlsx,.xlsx,21385,0.02,outros,1,
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150420.xlsx,.xlsx,25626,0.024,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150400.xlsx,.xlsx,27687,0.026,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150190.xlsx,.xlsx,23825,0.023,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150673.xlsx,.xlsx,23179,0.022,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150331.xlsx,.xlsx,23758,0.023,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150324.xlsx,.xlsx,27216,0.026,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150449.xlsx,.xlsx,28651,0.027,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150053.xlsx,.xlsx,24555,0.023,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150100.xlsx,.xlsx,24421,0.023,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\00 - PROJETOS PENDENTES PARA ATUALIZAÇÃO DE TABELA DE PREÇOS.xlsx,.xlsx,13037,0.012,compras_orcamentos,4,producao; custo; preco
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150102.xlsx,.xlsx,24613,0.023,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\VICTOR\Ordens de Producao - Custos\S150057.xlsx,.xlsx,23758,0.023,compras_orcamentos,3,producao; custo
D:\2022\0-ARQUIVOS\0-SXXXXXX - DESCRIÇÃO DO PRODUTO\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22350,0.021,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\0-SXXXXXX - DESCRIÇÃO DO PRODUTO\INFORMAÇÕES TÉCNICAS\INFORMAÇÕES TÉCNICAS.xlsx,.xlsx,20475,0.02,outros,1,
D:\2022\0-ARQUIVOS\JAMERSON\CALCULOS.xlsx,.xlsx,68456,0.065,outros,1,
D:\2022\0-ARQUIVOS\JAMERSON\Formação_de_Carga_-_Expedição (57).xlsx,.xlsx,12864,0.012,outros,1,
D:\2022\0-ARQUIVOS\JAMERSON\CONTROLE SAIDA MONTANA.xlsx,.xlsx,11512,0.011,outros,1,
D:\2022\0-ARQUIVOS\JAMERSON\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\0-ARQUIVOS\JAMERSON\PEÇAS SAMUEL\S150361 - CHAR BROILER A GAS GN LA 600MM 600X680X325MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,28391,0.027,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\JAMERSON\PEÇAS SAMUEL\PRATELEIRA SUSPENSA\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23629,0.023,movel_inox,8,ordem; producao
D:\2022\0-ARQUIVOS\JAMERSON\PEÇAS FABRICA\PAINEL CONTROLE CHAPAS\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23366,0.022,outros,9,ordem; producao; chapa
D:\2022\0-ARQUIVOS\JAMERSON\KOFISA\LINHA PROFISSIONAL KOFISA-20230522T101829Z-001\LINHA PROFISSIONAL KOFISA\BALCÃO 1500x700x850mm\PLANILHA CHAPA BALCÃO L-PRO KOFISA 1500x700.xlsx,.xlsx,14850,0.014,outros,2,chapa
D:\2022\0-ARQUIVOS\JAMERSON\KOFISA\LINHA PROFISSIONAL KOFISA-20230522T101829Z-001\LINHA PROFISSIONAL KOFISA\BALCÃO 2000x700x850mm\PLANILHA CHAPA BALCÃO L-PRO KOFISA 2000x700.xlsx,.xlsx,14946,0.014,outros,2,chapa
D:\2022\0-ARQUIVOS\JAMERSON\GRILL BBQ SULFISA 2\REV.0\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25256,0.024,outros,8,ordem; producao
D:\2022\0-ARQUIVOS\JAMERSON\jamerson.pc\VALOR DA PRODUÇÃO AGO-23 B.xlsx,.xlsx,935445,0.892,outros,2,producao
D:\2022\0-ARQUIVOS\JAMERSON\jamerson.pc\VALOR DA PRODUÇÃO AGO-23.xlsx,.xlsx,27184,0.026,outros,2,producao
D:\2022\MANUAIS\Broiler Elétrico 720 linha profissional.pdf,.pdf,1667525,1.59,outros,0,
D:\2022\MANUAIS\BAKERY CASE\BC14MCD - BAKERY CASE INOX 304 - 356X573X717 MM.pdf,.pdf,1891428,1.804,outros,0,
D:\2022\MANUAIS\BAKERY CASE\BC14MCD - BAKERY CASE INOX 304 - 356X573X717 MM (ESPANHOL).pdf,.pdf,1886905,1.799,outros,0,
D:\2022\MANUAIS\MODELOS\MANUAL CALDEIRÃO -SULFISA.pdf,.pdf,1182199,1.127,outros,0,
D:\2022\MANUAIS\MODELOS\Manual-VE-AQxxA-VITRINE-AQUECIDA-FECHADA-R_06.pdf,.pdf,3669245,3.499,outros,0,
D:\2022\MANUAIS\VITRINE AQUECIDA\MANUAL VITRINE AQUECIDA 2.pdf,.pdf,1675872,1.598,outros,0,
D:\2022\MANUAIS\EM ELABORAÇÃO\ETIQUETA ADESIVA VINIL 297X210MM INSTRUCAO FRITADEIRA LA.pdf,.pdf,1895987,1.808,coccao,0,
D:\2022\MANUAIS\EM ELABORAÇÃO\1013542 - ETIQUETA ADESIVA VINIL 297X210MM INSTRUCAO FRITADEIRA LA.pdf,.pdf,1895987,1.808,coccao,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\MANUAL CAFETEIRA À VAPOR.pdf,.pdf,1862076,1.776,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\MANUAL-DE-INSTRUÇÕES-CAFETEIRA.pdf,.pdf,158128,0.151,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\MANUAL DE OPERAÇÃO E INSTALAÇÃO - PDF Download grátis.pdf,.pdf,1749211,1.668,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\manual-cafeteira-automatica.pdf,.pdf,1192629,1.137,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\MANUAL-CAFETEIRA-CA-E-CL-2017.pdf,.pdf,1336376,1.274,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\7899882305074 KT-76 (Manual Cafeteira C-25).pdf,.pdf,5138400,4.9,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\08-22 MANUAL CAFETEIRA 2014 V1 REVISADO PROVISORIAMENTE .pdf,.pdf,2081333,1.985,outros,0,
D:\2022\MANUAIS\CAFETEIRA À VAPOR\BASES\Industrial Line - Cafeteira a Vapor.cdr - Suporte Técnico_20241016_053259.pdf,.pdf,1658700,1.582,outros,0,
D:\2022\MANUAIS\S170007 - PIA ASSEPSIA\MANUAL LAVATÓRIO ASSEPSIA.pdf,.pdf,2024626,1.931,lavacao,0,
D:\2022\MANUAIS\TOASTER\TOASTER DIGITAL.pdf,.pdf,2384543,2.274,outros,0,
D:\2022\MANUAIS\TOASTER\S150368 - TOASTER DIGITAL.pdf,.pdf,2384543,2.274,outros,0,
D:\2022\MANUAIS\PIA ASSEPSIA\MANUAL PIA ASSEPSIA.pdf,.pdf,2015422,1.922,lavacao,0,
D:\2022\EXAUSTÃO\COIFAS\MODELO ANTIGO\S206365 - CJ DE SISTEMA DE EXAUSTAO - AREÁ FRANGO 2000x1000x450mm\PROJETO\S206365 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22681,0.022,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\MODELO ANTIGO\S206363 - CJ DE SISTEMA DE EXAUSTAO - AREÁ PANIFICAÇÃO 1800x1800x450mm\PROJETO\S206363 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22719,0.022,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\0-S-FILTRO S-ILUMINAÇÃO\S206935 - COIFA DE ENCOSTO S-FILTRO S-ILUMINAÇÃO INOX 430 - 1000 X 900 X 450\PROJETO\S206935 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25964,0.025,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\0-S-FILTRO S-ILUMINAÇÃO\S206637 - COIFA S-FILTRO E S-ILUMINAÇÃO - INOX 304 - 900X900X450 #18\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23565,0.022,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\COM FILTRO ATIVO E MOTOR\S206781 - COIFA INOX C FILTROS DE CARVÃO ATIVO 1700X1200X350MM\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25614,0.024,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S206833 - COIFA DE CENTRO C FILTROS E ILUMINAÇÃO-430- 4200X2100X450 MM BI-PARTIDA\PROJETO\S206833 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23664,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S206800 - COIFA DE CENTRO S FILTRO S ILUMINAÇÃO 430 2850X1200X450\PROJETO\S206800\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,22757,0.022,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S206616 - COIFA DE ENCOSTO S FILTROS S ILUMINAÇÃO -INOX-430 - 1260X1880X450 MM\PROJETO\S206616 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22470,0.021,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S206542 - CJ DE SISTEMA DE EXAUSTAO 4400X1400X450 - COM SAÍDA DE EXAUSTÃO LATERAL\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24796,0.024,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S203411 - COIFA TIPO CAIXA DE CENTRO C FILTROS E ILUMINAÇÃO 3400X2100X450\PROJETO\S203411 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24148,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S150659 - COIFA DE CENTRO CFILTROS DUPLOS-INOX-430- 3000X1800X450 MM\PROJETO\S150659 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24096,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S150643 - COIFA DE CENTRO CFILTROS E ILUMINACAO-430-1620X1100X450 MM\PROJETO\S150643 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24037,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\CENTRO\S150628 - COIFA DE CENTRO SFILTROS-INOX-430 -1260X1100X450 MM\PROJETO\S150628 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23586,0.022,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207477 - COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO 430 200X850X450\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24069,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207323 - COIFA DE ENCOSTO CFILTROS E ILUMINAÇÃO - INOX 430 - 1520X900X450\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24039,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207256 -COIFA DE ENCOSTO SFILTROS SILUMINAÇÃO-INOX-304 -1200X1700X450 MM\PROJETO\S207256 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,31050,0.03,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207275 - COIFA DE ENCOSTO CFILTROS E ILUMINACAO-304- 3400X900X450 MM\PROJETO\S207275 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24430,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207248 - COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 1260X900X450 MM\PROJETO\S207248 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24287,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207193 - COIFA DE ENCOSTO CFILTROS E ILUMINACAO 430 - 3000X1400X450 MM\PROJETO\S207193 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,27058,0.026,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207230 - COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 3360X900X450 MM\PROJETO\S207230 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24437,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S207031 - COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-INOX-430 -2350X900X450 MM\PROJETO\S207031 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24464,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S206986 - COIFA DE ENCOSTO CFILTROS E ILUMINACAO-430- 4200X1100X450 MM BI PARTIDA\PROJETO\S206986 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24323,0.023,coccao,8,ordem; producao
D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S206980 - COIFA DE ENCOSTO C FILTROS E ILUMINACAO-430- 1500X1500X450 MM\PROJETO\S206980 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24465,0.023,coccao,8,ordem; producao
